max_P,utility,inertia,reliability
0.09773803393586712,0.26707774950452545,0.9900000000000034,1.0000000000000024
0.5222222764210778,0.7291311084557183,0.987866666666669,0.8667333333333354
0.8388742817212621,0.910375398775343,0.985933333333334,0.7252666666666681
0.4817387717359523,0.7078490075174702,0.7433333333333336,0.8838666666666686
0.3568603920644974,0.637278151781434,0.9890666666666696,0.9394000000000022
0.1946458753746069,0.5347782766529556,0.9900000000000034,1.0000000000000024
0.6593293455508632,0.8078115754834516,0.9868000000000015,0.805200000000002
