"id","title","imdb_index","kind_id","production_year","imdb_id","phonetic_code","episode_of_id","season_nr","episode_nr","series_years"
4477062,"The Matrix",NULL,1,1999,NULL,"M3623",NULL,NULL,NULL,NULL
